drugname,total_reports,death_rate_pct,outcome,report_count
ORENCIA,8264.0,4.5,Required Intervention,6.0
DAPAGLIFLOZIN,8019.0,38.38,Required Intervention,8.0
CIMZIA,7893.0,2.53,Required Intervention,1.0
KEYTRUDA,7675.0,19.4,Required Intervention,5.0
ACETAMINOPHEN,7539.0,23.89,Required Intervention,1.0
ALBUTEROL SULFATE,7409.0,0.2,Required Intervention,2.0
TEDUGLUTIDE,7346.0,6.34,Required Intervention,1.0
METHOTREXATE,7236.0,10.95,Required Intervention,2.0
NEMLUVIO,6946.0,0.71,Required Intervention,1.0
REPATHA,6903.0,2.65,Required Intervention,13.0
ELIQUIS,6716.0,14.55,Required Intervention,2.0
PREDNISONE,6660.0,14.35,Required Intervention,1.0
SPRAVATO,6469.0,2.41,Required Intervention,2.0
TYMLOS,6287.0,1.26,Required Intervention,7.0
COSENTYX,6172.0,7.29,Required Intervention,11.0
JAKAFI,6171.0,7.08,Required Intervention,4.0
REMODULIN,5964.0,4.64,Required Intervention,8.0
TREMFYA,5681.0,1.25,Required Intervention,9.0
MYCOPHENOLATE MOFETIL,5676.0,14.62,Required Intervention,2.0
CARBOPLATIN,5619.0,12.01,Required Intervention,6.0
NUCALA,5563.0,2.12,Required Intervention,40.0
WEGOVY,5276.0,0.66,Required Intervention,14.0
XELJANZ XR,5243.0,1.64,Required Intervention,5.0
IBRANCE,5179.0,10.74,Required Intervention,7.0
TACROLIMUS,5147.0,12.98,Required Intervention,2.0
XOLAIR,5086.0,0.92,Required Intervention,5.0
INFLIXIMAB,4638.0,4.05,Required Intervention,4.0
OCREVUS,4572.0,2.01,Required Intervention,4.0
BENLYSTA,4541.0,0.7,Required Intervention,43.0
ATORVASTATIN,4512.0,3.81,Required Intervention,1.0
FINASTERIDE,4420.0,2.17,Required Intervention,2.0
SIMPONI,4419.0,1.45,Required Intervention,4.0
TRULICITY,4339.0,1.06,Required Intervention,4.0
LEVETIRACETAM,4253.0,4.21,Required Intervention,2.0
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,4183.0,6.65,Required Intervention,7.0
KESIMPTA,4162.0,1.59,Required Intervention,5.0
IBUPROFEN,4159.0,4.3,Required Intervention,1.0
TYVASO,4114.0,6.27,Required Intervention,2.0
CLOZAPINE,4085.0,14.91,Required Intervention,3.0
ULTOMIRIS,4018.0,9.81,Required Intervention,4.0
HUMALOG,3909.0,0.72,Required Intervention,1.0
INFLECTRA,3898.0,1.56,Required Intervention,3.0
DEXAMETHASONE,3854.0,12.9,Required Intervention,1.0
STELARA,3850.0,1.97,Required Intervention,8.0
METFORMIN,3812.0,10.49,Required Intervention,1.0
BEVACIZUMAB,3700.0,19.68,Required Intervention,9.0
CARBIDOPA\LEVODOPA,3658.0,33.41,Required Intervention,1.0
MIRENA,3573.0,0.11,Required Intervention,2.0
VENCLEXTA,3493.0,30.52,Required Intervention,7.0
SERTRALINE,3456.0,5.15,Required Intervention,3.0
TYSABRI,3410.0,4.19,Required Intervention,3.0
OXALIPLATIN,3388.0,10.24,Required Intervention,7.0
REMICADE,3329.0,3.09,Required Intervention,10.0
OXERVATE,3307.0,0.91,Required Intervention,1.0
OSIMERTINIB,3302.0,40.31,Required Intervention,4.0
PARAGARD T 380A,3287.0,0.09,Required Intervention,5.0
EMGALITY,3277.0,0.18,Required Intervention,1.0
ENBREL,3258.0,5.22,Required Intervention,22.0
LENVIMA,3245.0,6.59,Required Intervention,1.0
TRELEGY ELLIPTA,3151.0,4.79,Required Intervention,16.0
PREGABALIN,3136.0,11.19,Required Intervention,1.0
GABAPENTIN,2974.0,10.02,Required Intervention,3.0
ALBUTEROL,2973.0,2.76,Required Intervention,4.0
PEMBROLIZUMAB,2938.0,12.76,Required Intervention,1.0
BOTOX,2931.0,10.92,Required Intervention,5.0
EPIDIOLEX,2929.0,16.32,Required Intervention,2.0
PROLIA,2872.0,17.79,Required Intervention,12.0
TALTZ,2840.0,1.65,Required Intervention,6.0
AMLODIPINE,2835.0,9.1,Required Intervention,3.0
BREZTRI,2817.0,4.54,Required Intervention,2.0
OLANZAPINE,2817.0,7.06,Required Intervention,4.0
OPDIVO,2760.0,20.54,Required Intervention,3.0
ACTEMRA,2749.0,9.6,Required Intervention,2.0
IMBRUVICA,2741.0,16.6,Required Intervention,1.0
OFEV,2673.0,19.72,Required Intervention,15.0
OTEZLA,2672.0,2.17,Required Intervention,8.0
PAXLOVID,2663.0,1.35,Required Intervention,3.0
KISQALI,2661.0,11.39,Required Intervention,8.0
VERZENIO,2613.0,4.4,Required Intervention,3.0
PACLITAXEL,2521.0,7.3,Required Intervention,10.0
AYVAKIT,2423.0,2.02,Required Intervention,1.0
SOLIRIS,2420.0,17.27,Required Intervention,1.0
ARIPIPRAZOLE,2377.0,7.15,Required Intervention,4.0
HEMLIBRA,2360.0,4.19,Required Intervention,1.0
CYCLOSPORINE,2357.0,14.59,Required Intervention,1.0
CONTRAVE,2350.0,0.09,Required Intervention,1.0
CYCLOPHOSPHAMIDE,2341.0,15.85,Required Intervention,1.0
ESTRADIOL,2341.0,0.21,Required Intervention,1.0
APIXABAN,2291.0,11.35,Required Intervention,4.0
JARDIANCE,2227.0,4.63,Required Intervention,7.0
BENRALIZUMAB,2172.0,16.57,Required Intervention,3.0
QUETIAPINE,2140.0,10.75,Required Intervention,1.0
VYEPTI,2122.0,0.85,Required Intervention,2.0
VUMERITY,2119.0,3.82,Required Intervention,3.0
FENTANYL,2104.0,55.23,Required Intervention,2.0
MAVENCLAD,2062.0,1.36,Required Intervention,1.0
ADVATE,2049.0,0.54,Required Intervention,1.0
OLAPARIB,2023.0,23.63,Required Intervention,8.0
CAPECITABINE,2020.0,13.76,Required Intervention,10.0
TOLVAPTAN,2018.0,11.5,Required Intervention,2.0
ROSUVASTATIN,2013.0,1.79,Required Intervention,5.0
EVENITY,2012.0,4.08,Required Intervention,4.0
FASENRA,2002.0,7.14,Required Intervention,7.0
ICATIBANT,1974.0,0.61,Required Intervention,27.0
TAGRISSO,1968.0,19.16,Required Intervention,4.0
ENTYVIO,1964.0,2.19,Required Intervention,2.0
CARVYKTI,1932.0,9.11,Required Intervention,10.0
VYNDAMAX,1916.0,28.81,Required Intervention,1.0
TEZSPIRE,1877.0,3.62,Required Intervention,16.0
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,1858.0,63.83,Required Intervention,2.0
ADBRY,1826.0,1.48,Required Intervention,1.0
ACALABRUTINIB,1816.0,12.44,Required Intervention,4.0
CIPROFLOXACIN,1788.0,4.19,Required Intervention,9.0
VENLAFAXINE,1767.0,9.68,Required Intervention,6.0
ZOLEDRONIC ACID,1759.0,4.43,Required Intervention,5.0
VEVYE,1729.0,0.0,Required Intervention,1.0
HIZENTRA,1703.0,7.93,Required Intervention,3.0
VANCOMYCIN,1687.0,17.49,Required Intervention,3.0
DOCETAXEL,1667.0,13.5,Required Intervention,3.0
AMBRISENTAN,1666.0,15.13,Required Intervention,8.0
LAMOTRIGINE,1650.0,7.52,Required Intervention,4.0
LEQVIO,1632.0,3.37,Required Intervention,5.0
MINOXIDIL,1620.0,0.0,Required Intervention,2.0
MEPOLIZUMAB,1619.0,7.6,Required Intervention,2.0
STRENSIQ,1598.0,1.44,Required Intervention,2.0
VABYSMO,1590.0,10.63,Required Intervention,3.0
DOXYCYCLINE,1569.0,5.8,Required Intervention,4.0
OMEPRAZOLE,1568.0,4.85,Required Intervention,4.0
TAVNEOS,1563.0,12.8,Required Intervention,1.0
FLUOROURACIL,1554.0,7.79,Required Intervention,2.0
TRAMADOL,1519.0,19.42,Required Intervention,1.0
AIMOVIG,1516.0,5.08,Required Intervention,3.0
RUXIENCE,1516.0,6.73,Required Intervention,3.0
GEMTESA,1500.0,6.07,Required Intervention,2.0
LEQEMBI,1498.0,4.74,Required Intervention,4.0
HYRIMOZ,1496.0,4.75,Required Intervention,2.0
PANTOPRAZOLE,1494.0,7.97,Required Intervention,1.0
AZITHROMYCIN,1491.0,7.65,Required Intervention,2.0
CABENUVA,1477.0,1.9,Required Intervention,7.0
SYMBICORT,1466.0,1.36,Required Intervention,6.0
KISUNLA,1445.0,2.21,Required Intervention,7.0
AMOXICILLIN,1415.0,2.47,Required Intervention,4.0
XARELTO,1396.0,5.87,Required Intervention,1.0
AVASTIN,1383.0,28.2,Required Intervention,1.0
TRIKAFTA,1375.0,2.55,Required Intervention,1.0
INVEGA SUSTENNA,1358.0,1.25,Required Intervention,2.0
AVONEX,1343.0,3.87,Required Intervention,2.0
BOTOX COSMETIC,1339.0,0.07,Required Intervention,1.0
RYBREVANT,1334.0,7.12,Required Intervention,1.0
NEXPLANON,1326.0,0.15,Required Intervention,5.0
HEMANGEOL,1313.0,0.08,Required Intervention,1.0
RISPERIDONE,1313.0,5.86,Required Intervention,3.0
FARXIGA,1309.0,18.26,Required Intervention,2.0
LEVOFLOXACIN,1299.0,5.47,Required Intervention,13.0
LYNPARZA,1294.0,13.6,Required Intervention,4.0
WINREVAIR,1261.0,3.89,Required Intervention,1.0
LANTUS,1259.0,0.64,Required Intervention,1.0
LINEZOLID,1257.0,9.86,Required Intervention,4.0
TADALAFIL,1251.0,11.99,Required Intervention,2.0
TERIPARATIDE,1238.0,3.23,Required Intervention,8.0
AJOVY,1238.0,1.45,Required Intervention,3.0
VOQUEZNA,1229.0,2.69,Required Intervention,2.0
XDEMVY,1200.0,0.75,Required Intervention,6.0
DIAZEPAM,1186.0,13.49,Required Intervention,1.0
QSYMIA,1182.0,0.25,Required Intervention,1.0
NIVOLUMAB,1177.0,14.19,Required Intervention,1.0
BUPRENORPHINE,1174.0,33.65,Required Intervention,2.0
TECFIDERA,1163.0,2.06,Required Intervention,1.0
RISPERDAL,1151.0,1.91,Required Intervention,1.0
ACTEMRA ACTPEN,1150.0,4.87,Required Intervention,3.0
ETOPOSIDE,1149.0,22.63,Required Intervention,1.0
TEZEPELUMAB,1146.0,13.44,Required Intervention,2.0
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1140.0,13.6,Required Intervention,1.0
RYBELSUS,1122.0,2.85,Required Intervention,1.0
ERLEADA,1113.0,10.87,Required Intervention,2.0
BRUKINSA,1101.0,8.9,Required Intervention,1.0
AMIODARONE,1095.0,9.86,Required Intervention,4.0
ZEPOSIA,1088.0,2.02,Required Intervention,2.0
METRONIDAZOLE,1085.0,6.45,Required Intervention,3.0
OPZELURA,1079.0,0.09,Required Intervention,2.0
ZYRTEC,1064.0,0.19,Required Intervention,10.0
QUETIAPINE FUMARATE,1063.0,12.23,Required Intervention,3.0
ESCITALOPRAM,1052.0,7.51,Required Intervention,3.0
ADEMPAS,1042.0,31.38,Required Intervention,3.0
TOUJEO,1034.0,0.48,Required Intervention,1.0
