drugname,pt,count
LENVATINIB,Malaise,116
LENVATINIB,Adrenal insufficiency,115
LENVATINIB,Palmar-plantar erythrodysaesthesia syndrome,102
LENVATINIB,Platelet count decreased,62
LENVATINIB,Nausea,60
LENVIMA,Hypertension,509
LENVIMA,Diarrhoea,420
LENVIMA,Decreased appetite,370
LENVIMA,Fatigue,262
LENVIMA,Nausea,223
LENVIMA,Interstitial lung disease,222
LENVIMA,Pyrexia,216
LENVIMA,Adrenal insufficiency,201
LENVIMA,Malaise,197
LENVIMA,Vomiting,181
LEQEMBI,Amyloid related imaging abnormality-oedema/effusion,274
LEQEMBI,Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,238
LEQEMBI,Infusion related reaction,191
LEQEMBI,Headache,151
LEQEMBI,Cerebral haemorrhage,88
LEQEMBI,Cerebral infarction,84
LEQEMBI,Chills,80
LEQEMBI,Pyrexia,73
LEQEMBI,Dizziness,67
LEQEMBI,Fatigue,66
LEQVIO,Arthralgia,199
LEQVIO,Low density lipoprotein increased,132
LEQVIO,Myalgia,125
LEQVIO,Injection site pain,103
LEQVIO,Pain in extremity,100
LEQVIO,Fatigue,95
LEQVIO,Drug ineffective,86
LEQVIO,Injection site reaction,80
LEQVIO,Product storage error,78
LEQVIO,Pain,76
LETROZOLE,Neutropenia,261
LETROZOLE,Fatigue,198
LETROZOLE,Malignant neoplasm progression,184
LETROZOLE,Nausea,140
LETROZOLE,Diarrhoea,137
LETROZOLE,Off label use,136
LETROZOLE,Arthralgia,134
LETROZOLE,Leukopenia,111
LETROZOLE,Disease progression,96
LETROZOLE,Anaemia,92
LEVETIRACETAM,Drug ineffective,788
LEVETIRACETAM,Off label use,626
LEVETIRACETAM,Seizure,524
LEVETIRACETAM,Maternal exposure during pregnancy,322
LEVETIRACETAM,Multiple-drug resistance,250
LEVETIRACETAM,No adverse event,210
LEVETIRACETAM,Foetal exposure during pregnancy,186
LEVETIRACETAM,Rhabdomyolysis,164
LEVETIRACETAM,Epilepsy,157
LEVETIRACETAM,Aggression,156
LEVOFLOXACIN,Arthralgia,121
LEVOFLOXACIN,Drug ineffective,112
LEVOFLOXACIN,Pain in extremity,105
LEVOFLOXACIN,Tendon pain,68
LEVOFLOXACIN,Tendonitis,67
LEVOFLOXACIN,Fatigue,66
LEVOFLOXACIN,Myalgia,65
LEVOFLOXACIN,Dyspnoea,64
LEVOFLOXACIN,Off label use,62
LEVOFLOXACIN,Paraesthesia,55
LINEZOLID,Off label use,174
LINEZOLID,Thrombocytopenia,148
LINEZOLID,Lactic acidosis,84
LINEZOLID,Anaemia,81
LINEZOLID,Drug interaction,75
LINEZOLID,Drug ineffective,67
LINEZOLID,Platelet count decreased,62
LINEZOLID,Neuropathy peripheral,59
LINEZOLID,Nausea,56
LINEZOLID,Myelosuppression,47
LUMRYZ,Insomnia,339
LUMRYZ,Somnolence,328
LUMRYZ,Middle insomnia,319
LUMRYZ,Product dose omission issue,259
LUMRYZ,Nausea,251
LUMRYZ,Fatigue,218
LUMRYZ,Drug ineffective,191
LUMRYZ,Initial insomnia,183
LUMRYZ,Nocturia,147
LUMRYZ,Intentional dose omission,141
LUPKYNIS,Product dose omission issue,281
LUPKYNIS,Therapy interrupted,281
LUPKYNIS,Hypertension,188
LUPKYNIS,Headache,164
LUPKYNIS,Product use issue,164
LUPKYNIS,Fatigue,162
LUPKYNIS,Nausea,145
LUPKYNIS,Proteinuria,144
LUPKYNIS,Diarrhoea,125
LUPKYNIS,Blood pressure increased,99
LYNPARZA,Anaemia,288
LYNPARZA,Nausea,176
LYNPARZA,Malignant neoplasm progression,166
LYNPARZA,Fatigue,144
LYNPARZA,Death,134
LYNPARZA,Renal impairment,94
LYNPARZA,Interstitial lung disease,89
LYNPARZA,Myelosuppression,86
LYNPARZA,Malaise,69
LYNPARZA,Ovarian cancer recurrent,68
MAVENCLAD,Fatigue,206
MAVENCLAD,Headache,175
MAVENCLAD,Pneumonia,153
MAVENCLAD,Lymphocyte count decreased,132
MAVENCLAD,Multiple sclerosis relapse,123
MAVENCLAD,White blood cell count decreased,122
MAVENCLAD,Lower respiratory tract infection,104
MAVENCLAD,Multiple sclerosis,103
MAVENCLAD,Urinary tract infection,103
MAVENCLAD,Nausea,74
MEPOLIZUMAB,Asthma,554
MEPOLIZUMAB,Product dose omission issue,412
MEPOLIZUMAB,Pneumonia,357
MEPOLIZUMAB,Inappropriate schedule of product administration,336
MEPOLIZUMAB,Dyspnoea,297
MEPOLIZUMAB,Hospitalisation,217
MEPOLIZUMAB,Cough,189
MEPOLIZUMAB,Fatigue,149
MEPOLIZUMAB,Illness,145
MEPOLIZUMAB,Nasopharyngitis,144
METFORMIN,Lactic acidosis,1306
METFORMIN,Acute kidney injury,741
METFORMIN,Metabolic acidosis,390
METFORMIN,Diarrhoea,371
METFORMIN,Toxicity to various agents,347
METFORMIN,Hypoglycaemia,318
METFORMIN,Drug ineffective,265
METFORMIN,Vomiting,241
METFORMIN,Nausea,219
METFORMIN,Hyperkalaemia,215
METHOTREXATE,Drug ineffective,1160
METHOTREXATE,Off label use,1047
METHOTREXATE,Pancytopenia,411
METHOTREXATE,Rheumatoid arthritis,409
METHOTREXATE,Product use in unapproved indication,407
METHOTREXATE,Arthralgia,399
METHOTREXATE,Toxicity to various agents,372
METHOTREXATE,Nausea,365
METHOTREXATE,Fatigue,359
METHOTREXATE,Condition aggravated,357
METHOTREXATE SODIUM,Off label use,710
METHOTREXATE SODIUM,Drug ineffective,372
METHOTREXATE SODIUM,Drug hypersensitivity,350
METHOTREXATE SODIUM,Condition aggravated,242
METHOTREXATE SODIUM,Nausea,184
METHOTREXATE SODIUM,Arthralgia,150
METHOTREXATE SODIUM,Fatigue,137
METHOTREXATE SODIUM,Rheumatoid arthritis,129
METHOTREXATE SODIUM,Vomiting,126
METHOTREXATE SODIUM,Drug ineffective for unapproved indication,121
METRONIDAZOLE,Drug ineffective,94
METRONIDAZOLE,Neurotoxicity,82
METRONIDAZOLE,Off label use,76
METRONIDAZOLE,Dizziness,61
METRONIDAZOLE,Nausea,61
METRONIDAZOLE,Toxic encephalopathy,57
METRONIDAZOLE,Product use in unapproved indication,55
METRONIDAZOLE,Neuropathy peripheral,49
METRONIDAZOLE,Condition aggravated,43
METRONIDAZOLE,Toxicity to various agents,43
MINOXIDIL,Adverse drug reaction,629
MINOXIDIL,Drug ineffective,129
MINOXIDIL,Application site pruritus,117
MINOXIDIL,Product administered at inappropriate site,93
MINOXIDIL,Inappropriate schedule of product administration,86
MINOXIDIL,Product use issue,78
MINOXIDIL,Application site pain,73
MINOXIDIL,Application site irritation,68
MINOXIDIL,Condition aggravated,63
MINOXIDIL,Incorrect dose administered,43
MIRALAX,Product prescribing issue,567
MIRALAX,Drug ineffective,280
MIRALAX,Incorrect dose administered,144
MIRALAX,Product use issue,137
MIRALAX,Diarrhoea,107
MIRALAX,Product use in unapproved indication,106
MIRALAX,Extra dose administered,65
MIRALAX,Incorrect product administration duration,53
MIRALAX,Expired product administered,48
MIRALAX,Wrong technique in product usage process,36
MIRENA,Device expulsion,821
MIRENA,Device dislocation,728
MIRENA,Genital haemorrhage,373
MIRENA,Abdominal pain lower,249
MIRENA,Complication of device insertion,245
MIRENA,Device breakage,147
MIRENA,Procedural pain,146
MIRENA,Device use issue,128
MIRENA,Complication of device removal,127
MIRENA,Embedded device,113
MIRTAZAPINE,Toxicity to various agents,108
MIRTAZAPINE,Dizziness,86
MIRTAZAPINE,Somnolence,86
MIRTAZAPINE,Drug interaction,79
MIRTAZAPINE,Drug ineffective,78
MIRTAZAPINE,Off label use,70
MIRTAZAPINE,Coma,68
MIRTAZAPINE,Fatigue,68
MIRTAZAPINE,Medication error,68
MIRTAZAPINE,Product use in unapproved indication,63
MOUNJARO,Incorrect dose administered,4685
MOUNJARO,Nausea,2774
MOUNJARO,Injection site pain,2319
MOUNJARO,Diarrhoea,1980
MOUNJARO,Vomiting,1808
MOUNJARO,Extra dose administered,1694
MOUNJARO,Off label use,1318
MOUNJARO,Constipation,1163
MOUNJARO,Product dose omission issue,1050
MOUNJARO,Abdominal pain,912
MYCOPHENOLATE MOFETIL,Off label use,1232
MYCOPHENOLATE MOFETIL,Drug ineffective,737
MYCOPHENOLATE MOFETIL,Drug ineffective for unapproved indication,320
MYCOPHENOLATE MOFETIL,Product use in unapproved indication,287
MYCOPHENOLATE MOFETIL,Pneumonia,218
MYCOPHENOLATE MOFETIL,Cytomegalovirus infection,215
MYCOPHENOLATE MOFETIL,COVID-19,184
MYCOPHENOLATE MOFETIL,Septic shock,181
MYCOPHENOLATE MOFETIL,Acute kidney injury,178
MYCOPHENOLATE MOFETIL,Diarrhoea,172
NEMLUVIO,Product dose omission issue,1761
NEMLUVIO,Inappropriate schedule of product administration,1392
NEMLUVIO,Device malfunction,1290
NEMLUVIO,Incorrect dose administered,811
NEMLUVIO,Pruritus,650
NEMLUVIO,Rash,431
NEMLUVIO,Drug ineffective,324
NEMLUVIO,Headache,275
NEMLUVIO,Device use issue,210
NEMLUVIO,Dermatitis atopic,201
NEULASTA,Device adhesion issue,690
NEULASTA,Unintentional medical device removal,279
NEULASTA,Drug dose omission by device,251
NEULASTA,Device issue,210
NEULASTA,Device malfunction,202
NEULASTA,Intercepted product preparation error,174
NEULASTA,Device occlusion,171
NEULASTA,Accidental exposure to product,143
NEULASTA,Product preparation error,121
NEULASTA,Device use error,111
NEXPLANON,Vaginal haemorrhage,383
NEXPLANON,Pregnancy with implant contraceptive,346
NEXPLANON,Unintended pregnancy,345
NEXPLANON,Heavy menstrual bleeding,298
NEXPLANON,Incorrect product administration duration,157
NEXPLANON,Complication associated with device,156
NEXPLANON,Menometrorrhagia,125
NEXPLANON,Product use issue,98
NEXPLANON,Complication of device removal,78
NEXPLANON,Amenorrhoea,66
NIVOLUMAB,Off label use,135
NIVOLUMAB,Malignant neoplasm progression,100
NIVOLUMAB,Diarrhoea,95
NIVOLUMAB,Immune-mediated enterocolitis,76
NIVOLUMAB,Death,54
NIVOLUMAB,Hypothyroidism,52
NIVOLUMAB,Asthenia,51
NIVOLUMAB,Pruritus,50
NIVOLUMAB,Fatigue,44
NIVOLUMAB,Decreased appetite,41
NOVOLOG,Blood glucose increased,227
NOVOLOG,Visual impairment,85
NOVOLOG,Cerebrovascular accident,64
NOVOLOG,Product quality issue,63
NOVOLOG,Blood glucose decreased,59
NOVOLOG,Fall,49
NOVOLOG,Drug ineffective,45
NOVOLOG,Blindness,42
NOVOLOG,Cataract,40
NOVOLOG,Hospitalisation,36
NUCALA,Product dose omission issue,1518
NUCALA,Off label use,1175
NUCALA,Asthma,710
NUCALA,Accidental exposure to product,410
NUCALA,Product complaint,395
NUCALA,Dyspnoea,371
NUCALA,Wrong technique in device usage process,333
NUCALA,Drug ineffective,310
NUCALA,Exposure via skin contact,307
NUCALA,Cough,194
NUPLAZID,Hallucination,2484
NUPLAZID,Death,1775
NUPLAZID,Drug ineffective,1073
NUPLAZID,Product use issue,931
NUPLAZID,Product dose omission issue,907
NUPLAZID,Confusional state,694
NUPLAZID,Fall,647
NUPLAZID,Condition aggravated,608
NUPLAZID,"Hallucination, visual",525
NUPLAZID,Delusion,479
OCREVUS,Fatigue,813
OCREVUS,COVID-19,569
OCREVUS,Multiple sclerosis,452
OCREVUS,Headache,389
OCREVUS,Nasopharyngitis,319
OCREVUS,Gait disturbance,316
OCREVUS,Off label use,294
OCREVUS,Infusion related reaction,289
OCREVUS,Drug ineffective,259
OCREVUS,Pain,252
OFEV,Diarrhoea,2138
OFEV,Nausea,860
OFEV,Weight decreased,621
OFEV,Decreased appetite,582
OFEV,Fatigue,527
OFEV,Dyspnoea,510
OFEV,Cough,478
OFEV,Vomiting,448
OFEV,Constipation,421
OFEV,Abdominal pain upper,376
OLANZAPINE,Off label use,306
OLANZAPINE,Drug ineffective,300
OLANZAPINE,Somnolence,183
OLANZAPINE,Weight increased,178
OLANZAPINE,Toxicity to various agents,177
OLANZAPINE,Neuroleptic malignant syndrome,147
OLANZAPINE,Condition aggravated,131
OLANZAPINE,Suicide attempt,126
OLANZAPINE,Drug interaction,107
OLANZAPINE,Intentional overdose,97
OLAPARIB,Death,661
OLAPARIB,Fatigue,400
OLAPARIB,Neuropathy peripheral,373
OLAPARIB,Nausea,299
OLAPARIB,Asthenia,166
OLAPARIB,Product dose omission issue,149
OLAPARIB,Anaemia,135
OLAPARIB,Diarrhoea,122
OLAPARIB,Renal impairment,104
OLAPARIB,Haemoglobin decreased,100
OMALIZUMAB,Urticaria,607
OMALIZUMAB,Asthma,448
OMALIZUMAB,Dyspnoea,437
OMALIZUMAB,Pruritus,398
OMALIZUMAB,Cough,389
OMALIZUMAB,Weight decreased,310
OMALIZUMAB,Malaise,293
OMALIZUMAB,Nasopharyngitis,293
OMALIZUMAB,Fatigue,290
OMALIZUMAB,Wheezing,282
OMEPRAZOLE,Hypomagnesaemia,140
OMEPRAZOLE,Drug ineffective,131
OMEPRAZOLE,Nausea,93
OMEPRAZOLE,Hypocalcaemia,89
OMEPRAZOLE,Drug interaction,84
OMEPRAZOLE,Diarrhoea,80
OMEPRAZOLE,Acute kidney injury,77
OMEPRAZOLE,Off label use,75
OMEPRAZOLE,Vomiting,71
OMEPRAZOLE,Hypokalaemia,68
OMNITROPE,Device breakage,1089
OMNITROPE,Device leakage,666
OMNITROPE,Circumstance or information capable of leading to medication error,651
OMNITROPE,Circumstance or information capable of leading to device use error,517
OMNITROPE,Incorrect dose administered by device,484
OMNITROPE,Drug dose omission by device,394
OMNITROPE,Injection site pain,393
OMNITROPE,Device issue,348
OMNITROPE,Device mechanical issue,286
OMNITROPE,Incorrect dose administered,233
OPDIVO,Death,375
OPDIVO,Off label use,329
OPDIVO,Diarrhoea,225
OPDIVO,Malignant neoplasm progression,216
OPDIVO,Fatigue,154
OPDIVO,Decreased appetite,136
OPDIVO,Nausea,117
OPDIVO,Rash,114
OPDIVO,Fulminant type 1 diabetes mellitus,93
OPDIVO,Pyrexia,91
OPSUMIT,Death,229
OPSUMIT,Dyspnoea,160
OPSUMIT,Hospitalisation,153
OPSUMIT,Product dose omission issue,126
OPSUMIT,Headache,101
OPSUMIT,Pneumonia,99
OPSUMIT,Peripheral swelling,90
OPSUMIT,Diarrhoea,84
OPSUMIT,Fatigue,77
OPSUMIT,Dizziness,75
OPZELURA,Off label use,396
OPZELURA,Product availability issue,213
OPZELURA,Product dose omission issue,147
OPZELURA,Product physical consistency issue,122
OPZELURA,Dermatitis atopic,91
OPZELURA,Drug ineffective,78
OPZELURA,Drug effective for unapproved indication,76
OPZELURA,Product physical issue,67
OPZELURA,Vitiligo,56
OPZELURA,Product packaging quantity issue,43
ORENCIA,Arthralgia,2632
ORENCIA,Joint swelling,2330
ORENCIA,Rheumatoid arthritis,1232
ORENCIA,Pain,1156
ORENCIA,General physical health deterioration,671
ORENCIA,Drug ineffective,654
ORENCIA,Adverse event,637
ORENCIA,Hospitalisation,521
ORENCIA,Off label use,487
ORENCIA,Death,409
ORENITRAM,Headache,1197
ORENITRAM,Diarrhoea,1196
ORENITRAM,Nausea,971
ORENITRAM,Fatigue,751
ORENITRAM,Dyspnoea,663
ORENITRAM,Dizziness,523
ORENITRAM,Therapy non-responder,495
ORENITRAM,Pain,437
ORENITRAM,Pain in extremity,436
ORENITRAM,Vomiting,426
ORGOVYX,Hot flush,7743
ORGOVYX,Fatigue,6010
ORGOVYX,Asthenia,1895
ORGOVYX,Incorrect dose administered,1865
ORGOVYX,Arthralgia,1551
ORGOVYX,Diarrhoea,1487
ORGOVYX,Product dose omission issue,1312
ORGOVYX,Dizziness,1146
ORGOVYX,Constipation,999
ORGOVYX,Pain,899
OSIMERTINIB,Death,1612
OSIMERTINIB,Malignant neoplasm progression,307
OSIMERTINIB,Diarrhoea,233
OSIMERTINIB,Fatigue,187
OSIMERTINIB,Asthenia,161
OSIMERTINIB,Drug resistance,149
OSIMERTINIB,Decreased appetite,138
OSIMERTINIB,Dyspnoea,125
OSIMERTINIB,Rash,122
OSIMERTINIB,Acquired gene mutation,120
OTEZLA,Therapy non-responder,707
OTEZLA,Pain,613
OTEZLA,Product dose omission issue,545
OTEZLA,Diarrhoea,477
OTEZLA,Psoriasis,453
OTEZLA,Nausea,407
OTEZLA,Headache,317
OTEZLA,Therapy interrupted,284
OTEZLA,Psoriatic arthropathy,230
OTEZLA,Rash,207
OXALIPLATIN,Off label use,278
OXALIPLATIN,Diarrhoea,244
OXALIPLATIN,Nausea,213
OXALIPLATIN,Neuropathy peripheral,211
OXALIPLATIN,Disease progression,165
OXALIPLATIN,Dyspnoea,165
OXALIPLATIN,Drug ineffective,160
OXALIPLATIN,Neutropenia,148
OXALIPLATIN,Thrombocytopenia,135
OXALIPLATIN,Vomiting,135
OXERVATE,Eye pain,1770
OXERVATE,Eye irritation,605
OXERVATE,Product dose omission issue,435
OXERVATE,Photophobia,358
OXERVATE,Ocular hyperaemia,353
OXERVATE,Vision blurred,300
OXERVATE,Eye swelling,277
OXERVATE,Off label use,270
OXERVATE,Ocular discomfort,266
OXERVATE,Headache,246
OXYCODONE HYDROCHLORIDE,Drug diversion,470
OXYCODONE HYDROCHLORIDE,Drug abuse,153
